Primary sector,Very Low,Low,Middle,High
Energy,0.9451116647002019,1.1741462533538671,0.9190084059285356,0.9617336760173958
Information and communication technology (ICT),1.1891429078827387,1.6535423887313283,0.394496515734983,0.7628181876509499
Municipal Solid Waste,0.7422437106252812,0.6913684522073704,1.825727579791401,0.7406602573759471
Transport,1.4557731224514252,0.6936708730085175,0.6979194062518489,1.1526365982882085
Water and sewerage,0.23622487716764898,0.646604898990514,2.079998128484528,1.0371720953573085
