Project status,Very Low,Low,Middle,High
Active,0.9914079613113358,1.003445887065569,1.012544521863358,0.9926016297597375
Cancelled,1.504607403438995,0.7810903006729208,0.7133705796803123,1.0009317162077722
Concluded,0.9358171139045051,0.8943373655526652,0.4889682532321142,1.6808772673107155
Distressed,1.1796551012957206,1.2526303601159436,0.6848606607786185,0.8828538778097171
