Country,Financial closure year,total_projects,total_investment,resilient_projects,resilient_investment,resilient_share_count,resilient_share_value
Indonesia,2018,11,6643.15,5.0,1714.72,0.45454545454545453,0.2581185130548008
Indonesia,2019,2,372.38,1.0,82.38,0.5,0.22122562973306836
Indonesia,2021,5,6887.289999999999,1.0,150.0,0.2,0.021779248441694776
Indonesia,2022,2,210.04,1.0,116.74,0.5,0.555798895448486
Indonesia,2023,6,1230.98,5.0,1220.98,0.8333333333333334,0.9918763911680125
Indonesia,2024,3,346.0,2.0,146.0,0.6666666666666666,0.42196531791907516
"Iran, Islamic Rep.",2004,2,650.0,0.0,0.0,0.0,0.0
"Iran, Islamic Rep.",2005,2,350.0,0.0,0.0,0.0,0.0
"Iran, Islamic Rep.",2008,1,370.0,0.0,0.0,0.0,0.0
"Iran, Islamic Rep.",2016,1,235.0,0.0,0.0,0.0,0.0
"Iran, Islamic Rep.",2017,4,94.5,4.0,94.5,1.0,1.0
Iraq,2003,1,100.0,0.0,0.0,0.0,0.0
Iraq,2007,1,240.0,0.0,0.0,0.0,0.0
Iraq,2008,3,1000.0,0.0,0.0,0.0,0.0
Iraq,2009,1,480.0,0.0,0.0,0.0,0.0
Iraq,2010,1,500.0,0.0,0.0,0.0,0.0
Iraq,2013,1,100.0,0.0,0.0,0.0,0.0
Iraq,2014,1,130.0,0.0,0.0,0.0,0.0
Iraq,2015,1,30.0,0.0,0.0,0.0,0.0
Iraq,2016,1,500.0,0.0,0.0,0.0,0.0
Iraq,2017,1,120.0,0.0,0.0,0.0,0.0
Iraq,2021,1,233.0,0.0,0.0,0.0,0.0
Jamaica,2002,2,727.0,0.0,0.0,0.0,0.0
Jamaica,2003,1,175.0,0.0,0.0,0.0,0.0
Jamaica,2010,1,132.0,0.0,0.0,0.0,0.0
Jamaica,2013,1,600.0,0.0,0.0,0.0,0.0
Jamaica,2015,3,209.8,3.0,209.8,1.0,1.0
Jamaica,2016,1,452.0,0.0,0.0,0.0,0.0
Jamaica,2017,2,390.0,1.0,60.0,0.5,0.15384615384615385
Jamaica,2018,1,64.0,1.0,64.0,1.0,1.0
Jamaica,2019,1,110.0,0.0,0.0,0.0,0.0
Jamaica,2022,1,24.3,1.0,24.3,1.0,1.0
Jamaica,2024,1,77.0,1.0,77.0,1.0,1.0
Jordan,2000,1,558.0,0.0,0.0,0.0,0.0
Jordan,2003,1,169.0,1.0,169.0,1.0,1.0
Jordan,2004,1,0.0,0.0,0.0,0.0,
Jordan,2006,1,705.0,0.0,0.0,0.0,0.0
Jordan,2007,3,1095.0,0.0,0.0,0.0,0.0
Jordan,2009,2,1416.0,1.0,951.0,0.5,0.6716101694915254
Jordan,2011,1,0.0,1.0,0.0,1.0,
Jordan,2012,2,573.0,1.0,223.0,0.5,0.38917975567190227
Jordan,2013,2,1102.0,1.0,290.0,0.5,0.2631578947368421
Jordan,2014,5,285.0,4.0,191.0,0.8,0.6701754385964912
Jordan,2015,8,428.0,8.0,428.0,1.0,1.0
Jordan,2016,4,952.1,3.0,477.1,0.75,0.5011028253334734
Jordan,2017,5,644.7,5.0,644.7,1.0,1.0
Jordan,2018,3,165.0,3.0,165.0,1.0,1.0
Jordan,2019,1,74.0,1.0,74.0,1.0,1.0
Jordan,2022,1,17.59,0.0,0.0,0.0,0.0
Jordan,2024,1,22.3,1.0,22.3,1.0,1.0
Kazakhstan,2000,2,300.0,0.0,0.0,0.0,0.0
Kazakhstan,2005,1,231.0,0.0,0.0,0.0,0.0
Kazakhstan,2007,2,31.0,0.0,0.0,0.0,0.0
Kazakhstan,2017,2,89.18,1.0,14.18,0.5,0.15900426104507737
Kazakhstan,2018,1,52.4,1.0,52.4,1.0,1.0
Kazakhstan,2019,7,553.5999999999999,7.0,553.5999999999999,1.0,1.0
Kazakhstan,2020,4,850.48,3.0,265.48,0.75,0.3121531370520177
Kazakhstan,2021,2,327.9,1.0,27.9,0.5,0.08508691674290943
Kazakhstan,2023,4,218.68,2.0,194.53,0.5,0.8895646606914213
Kazakhstan,2024,2,610.0,0.0,0.0,0.0,0.0
Kenya,2006,2,427.7,0.0,0.0,0.0,0.0
Kenya,2007,1,390.0,0.0,0.0,0.0,0.0
Kenya,2008,2,205.0,1.0,50.0,0.5,0.24390243902439024
Kenya,2009,1,22.0,0.0,0.0,0.0,0.0
Kenya,2011,1,4.7,0.0,0.0,0.0,0.0
Kenya,2012,1,140.0,0.0,0.0,0.0,0.0
Kenya,2013,4,533.97,3.0,377.97,0.75,0.7078487555480645
Kenya,2014,2,800.94,2.0,800.94,1.0,1.0
Kenya,2016,1,28.0,0.0,0.0,0.0,0.0
Kenya,2017,1,96.89,0.0,0.0,0.0,0.0
Kenya,2018,3,513.92,1.0,300.0,0.3333333333333333,0.5837484433374844
Kenya,2019,3,220.2,3.0,220.2,1.0,1.0
Kenya,2020,3,723.13,2.0,147.16,0.6666666666666666,0.20350421086111764
Kenya,2022,4,286.40000000000003,3.0,155.6,0.75,0.5432960893854748
Kenya,2023,1,207.0,0.0,0.0,0.0,0.0
Kenya,2024,2,77.0,2.0,77.0,1.0,1.0
"Korea, Dem. Rep.",2008,1,400.0,0.0,0.0,0.0,0.0
Kosovo,2002,1,0.0,1.0,0.0,1.0,
Kosovo,2011,2,190.0,0.0,0.0,0.0,0.0
Kosovo,2012,1,62.1,1.0,62.1,1.0,1.0
Kosovo,2019,2,211.73,2.0,211.73,1.0,1.0
Kyrgyz Republic,2000,1,0.0,0.0,0.0,0.0,
Kyrgyz Republic,2003,1,0.0,1.0,0.0,1.0,
Kyrgyz Republic,2014,1,40.0,0.0,0.0,0.0,0.0
Kyrgyz Republic,2023,1,117.99,1.0,117.99,1.0,1.0
Kyrgyz Republic,2024,2,217.8,2.0,217.8,1.0,1.0
Lao PDR,2000,2,3.0,0.0,0.0,0.0,0.0
Lao PDR,2002,1,9.1,0.0,0.0,0.0,0.0
Lao PDR,2005,1,1250.0,1.0,1250.0,1.0,1.0
Lao PDR,2006,2,1070.0,2.0,1070.0,1.0,1.0
Lao PDR,2008,2,204.5,2.0,204.5,1.0,1.0
Lao PDR,2010,2,3860.0,1.0,150.0,0.5,0.038860103626943004
Lao PDR,2011,2,455.6,2.0,455.6,1.0,1.0
Lao PDR,2012,12,5888.42,12.0,5888.42,1.0,1.0
Lao PDR,2014,2,2025.5,2.0,2025.5,1.0,1.0
Lao PDR,2017,3,1850.0,3.0,1850.0,1.0,1.0
Lao PDR,2019,2,6049.0,1.0,49.0,0.5,0.008100512481401884
Lao PDR,2022,1,91.5,0.0,0.0,0.0,0.0
Lao PDR,2023,1,959.0,1.0,959.0,1.0,1.0
Lebanon,2000,1,150.0,0.0,0.0,0.0,0.0
Lebanon,2002,1,0.0,1.0,0.0,1.0,
Lebanon,2004,3,3.0,0.0,0.0,0.0,0.0
Lebanon,2009,1,0.0,0.0,0.0,0.0,
Lebanon,2016,1,180.0,0.0,0.0,0.0,0.0
Lesotho,2001,1,27.0,0.0,0.0,0.0,0.0
Lesotho,2002,1,0.0,1.0,0.0,1.0,
Lesotho,2022,1,9.96,1.0,9.96,1.0,1.0
Lesotho,2024,1,2.3,1.0,2.3,1.0,1.0
Liberia,2009,1,170.0,1.0,170.0,1.0,1.0
Liberia,2010,3,145.0,0.0,0.0,0.0,0.0
Liberia,2012,1,700.0,0.0,0.0,0.0,0.0
Libya,2023,1,358.82,0.0,0.0,0.0,0.0
Madagascar,2003,1,36.0,0.0,0.0,0.0,0.0
Madagascar,2004,1,12.6,0.0,0.0,0.0,0.0
Madagascar,2005,3,42.5,1.0,0.0,0.3333333333333333,0.0
Madagascar,2007,1,17.8,1.0,17.8,1.0,1.0
Madagascar,2017,1,245.1,0.0,0.0,0.0,0.0
Madagascar,2020,1,19.0,1.0,19.0,1.0,1.0
Madagascar,2021,1,0.0,0.0,0.0,0.0,
Madagascar,2022,1,29.72,1.0,29.72,1.0,1.0
Madagascar,2023,2,48.0,2.0,48.0,1.0,1.0
Malawi,2002,1,25.0,0.0,0.0,0.0,0.0
Malawi,2006,1,30.5,0.0,0.0,0.0,0.0
Malawi,2019,1,67.0,1.0,67.0,1.0,1.0
Malawi,2022,1,27.6,1.0,27.6,1.0,1.0
Malaysia,2000,7,5044.5,4.0,3964.8,0.5714285714285714,0.7859649122807018
Malaysia,2001,10,2264.6,4.0,35.4,0.4,0.015631899673231475
Malaysia,2002,2,28.7,2.0,28.7,1.0,1.0
Malaysia,2003,8,5741.9,1.0,0.0,0.125,0.0
Malaysia,2004,2,2863.11,1.0,2521.0,0.5,0.880511052666506
Malaysia,2005,5,2567.95,0.0,0.0,0.0,0.0
Malaysia,2006,5,915.5,1.0,48.0,0.2,0.05243036592026215
Malaysia,2007,2,272.0,1.0,0.0,0.5,0.0
Malaysia,2008,2,425.0,1.0,0.0,0.5,0.0
Malaysia,2011,1,24.0,1.0,24.0,1.0,1.0
Malaysia,2012,4,176.7,4.0,176.7,1.0,1.0
Malaysia,2013,4,1292.76,2.0,50.76,0.5,0.03926482873851295
Malaysia,2014,2,125.23,2.0,125.23,1.0,1.0
Malaysia,2015,3,2696.5,2.0,21.5,0.6666666666666666,0.007973298720563694
Malaysia,2016,3,22.0,3.0,22.0,1.0,1.0
Malaysia,2017,5,1913.3,4.0,370.3,0.8,0.1935399571421105
Malaysia,2018,3,387.35,3.0,387.35,1.0,1.0
Malaysia,2019,2,95.03,2.0,95.03,1.0,1.0
Malaysia,2021,2,1331.5,1.0,494.5,0.5,0.37138565527600453
Malaysia,2022,1,47.66,1.0,47.66,1.0,1.0
Malaysia,2023,3,130.79,3.0,130.79,1.0,1.0
Malaysia,2024,2,19.32,1.0,19.32,0.5,1.0
Maldives,2005,1,40.0,0.0,0.0,0.0,0.0
Maldives,2010,1,478.0,0.0,0.0,0.0,0.0
Maldives,2022,2,30.0,1.0,0.0,0.5,0.0
Mali,2003,1,55.4,0.0,0.0,0.0,0.0
Mali,2009,1,383.0,0.0,0.0,0.0,0.0
Mali,2017,1,136.44,0.0,0.0,0.0,0.0
Mali,2018,1,104.5,1.0,104.5,1.0,1.0
Mali,2020,1,128.0,1.0,128.0,1.0,1.0
Mali,2021,1,56.0,1.0,56.0,1.0,1.0
Mali,2022,1,0.0,1.0,0.0,1.0,
Mauritania,2001,1,48.0,0.0,0.0,0.0,0.0
Mauritania,2012,1,700.0,0.0,0.0,0.0,0.0
Mauritania,2019,1,310.0,0.0,0.0,0.0,0.0
Mauritius,2001,1,338.2,0.0,0.0,0.0,0.0
Mauritius,2003,2,1.7,0.0,0.0,0.0,0.0
Mauritius,2004,1,0.0,1.0,0.0,1.0,
Mauritius,2008,1,0.0,1.0,0.0,1.0,
Mauritius,2009,1,383.0,0.0,0.0,0.0,0.0
Mauritius,2014,1,69.5,1.0,69.5,1.0,1.0
Mauritius,2023,2,23.17,2.0,23.17,1.0,1.0
Mexico,2000,13,3092.3,0.0,0.0,0.0,0.0
Mexico,2001,4,367.0,3.0,117.0,0.75,0.3188010899182561
Mexico,2002,5,2124.0,0.0,0.0,0.0,0.0
Mexico,2003,5,1447.7,0.0,0.0,0.0,0.0
Mexico,2004,11,1810.2,4.0,421.7,0.36363636363636365,0.23295768423378632
Mexico,2005,5,989.3,1.0,30.0,0.2,0.030324471848781967
Mexico,2006,10,1858.53,2.0,53.1,0.2,0.028570967377443465
Mexico,2007,15,6501.7,3.0,306.5,0.2,0.04714151683405879
Mexico,2008,5,1343.98,1.0,38.9,0.2,0.028943883093498414
Mexico,2009,9,1627.04,4.0,288.5,0.4444444444444444,0.17731586193332677
Mexico,2010,7,2692.1,3.0,1232.7,0.42857142857142855,0.45789532335351585
Mexico,2011,13,4204.0,8.0,1054.9,0.6153846153846154,0.25092768791627024
Mexico,2012,11,4347.34,6.0,2171.8,0.5454545454545454,0.4995698519094435
Mexico,2013,24,5770.55949,15.0,2125.15949,0.625,0.3682761599950164
Mexico,2014,17,5600.52664,10.0,2447.77664,0.5882352941176471,0.4370618688816736
Mexico,2015,13,5120.58868,7.0,1788.5886799999998,0.5384615384615384,0.3492935659889792
Mexico,2016,13,4009.3,2.0,295.0,0.15384615384615385,0.07357892899009802
Mexico,2017,20,8567.3,12.0,3729.4,0.6,0.43530633922005774
Mexico,2018,25,4740.0162,20.0,4150.6562,0.8,0.8756628722070613
Mexico,2019,19,2977.21,18.0,2717.21,0.9473684210526315,0.9126699157936458
Mexico,2020,7,4363.9,4.0,226.2,0.5714285714285714,0.051834368340246115
Mexico,2021,6,1103.8600000000001,2.0,448.46,0.3333333333333333,0.4062652872646893
Mexico,2022,1,228.0,0.0,0.0,0.0,0.0
Mexico,2023,3,164.65,1.0,14.65,0.3333333333333333,0.08897661706650471
Mexico,2024,4,667.0,2.0,551.0,0.5,0.8260869565217391
Mongolia,2012,1,120.0,1.0,120.0,1.0,1.0
Mongolia,2016,1,128.0,1.0,128.0,1.0,1.0
Mongolia,2017,1,120.0,1.0,120.0,1.0,1.0
Mongolia,2018,1,54.0,1.0,54.0,1.0,1.0
Mongolia,2019,1,18.7,1.0,18.7,1.0,1.0
Montenegro,2001,1,0.0,1.0,0.0,1.0,
Montenegro,2005,1,147.0,0.0,0.0,0.0,0.0
Montenegro,2013,1,0.0,0.0,0.0,0.0,
Montenegro,2015,1,154.6,1.0,154.6,1.0,1.0
Montenegro,2018,1,99.75,1.0,99.75,1.0,1.0
Morocco,2000,1,2110.0,0.0,0.0,0.0,0.0
Morocco,2001,2,689.0,2.0,689.0,1.0,1.0
Morocco,2003,1,360.0,0.0,0.0,0.0,0.0
Morocco,2004,1,200.0,0.0,0.0,0.0,0.0
Morocco,2008,1,200.0,0.0,0.0,0.0,0.0
Morocco,2011,1,342.75,1.0,342.75,1.0,1.0
Morocco,2012,2,1880.0,1.0,467.0,0.5,0.24840425531914895
Morocco,2013,1,1438.0,1.0,1438.0,1.0,1.0
Morocco,2014,2,2745.58,1.0,124.0,0.5,0.045163499151363286
Morocco,2015,3,2014.0,3.0,2014.0,1.0,1.0
Morocco,2016,2,141.0,2.0,141.0,1.0,1.0
Morocco,2017,1,220.0,1.0,220.0,1.0,1.0
Morocco,2018,2,501.39,2.0,501.39,1.0,1.0
Morocco,2019,4,131.23,3.0,129.8,0.75,0.9891031014249793
Morocco,2020,2,1038.77,2.0,1038.77,1.0,1.0
Morocco,2021,1,212.5,0.0,0.0,0.0,0.0
Morocco,2022,2,167.92000000000002,2.0,167.92000000000002,1.0,1.0
Morocco,2023,1,358.82,0.0,0.0,0.0,0.0
Morocco,2024,1,188.0,1.0,188.0,1.0,1.0
Mozambique,2002,1,77.7,0.0,0.0,0.0,0.0
Mozambique,2003,3,1350.0,0.0,0.0,0.0,0.0
Mozambique,2004,4,192.7,0.0,0.0,0.0,0.0
Mozambique,2013,1,98.67,0.0,0.0,0.0,0.0
Mozambique,2014,1,200.0,0.0,0.0,0.0,0.0
Mozambique,2017,2,357.0,1.0,84.0,0.5,0.23529411764705882
Mozambique,2019,1,56.0,1.0,56.0,1.0,1.0
Mozambique,2020,1,40.0,1.0,40.0,1.0,1.0
Mozambique,2021,1,652.3,1.0,652.3,1.0,1.0
Mozambique,2022,1,129.6,1.0,129.6,1.0,1.0
Mozambique,2023,3,268.0,1.0,30.0,0.3333333333333333,0.11194029850746269
Mozambique,2024,1,270.0,1.0,270.0,1.0,1.0
Myanmar,2006,2,556.1,2.0,556.1,1.0,1.0
Myanmar,2013,1,170.0,0.0,0.0,0.0,0.0
Myanmar,2016,1,16.2,1.0,16.2,1.0,1.0
Myanmar,2017,3,1933.6,0.0,0.0,0.0,0.0
Myanmar,2018,4,516.0,1.0,293.0,0.25,0.5678294573643411
Namibia,2001,1,0.0,1.0,0.0,1.0,
Namibia,2017,3,51.37,3.0,51.37,1.0,1.0
Namibia,2018,2,77.0,2.0,77.0,1.0,1.0
Namibia,2023,1,31.0,0.0,0.0,0.0,0.0
Namibia,2024,1,20.0,1.0,20.0,1.0,1.0
Nepal,2000,1,15.1,1.0,15.1,1.0,1.0
Nepal,2002,1,4.9,0.0,0.0,0.0,0.0
Nepal,2003,3,30.549999999999997,3.0,30.549999999999997,1.0,1.0
Nepal,2004,2,5.5,1.0,0.5,0.5,0.09090909090909091
Nepal,2005,4,17.5,4.0,17.5,1.0,1.0
Nepal,2008,1,4.6,1.0,4.6,1.0,1.0
Nepal,2010,5,43.6,5.0,43.6,1.0,1.0
Nepal,2011,3,107.3,3.0,107.3,1.0,1.0
Nepal,2012,6,966.2,6.0,966.2,1.0,1.0
Nepal,2014,4,158.89999999999998,4.0,158.89999999999998,1.0,1.0
Nepal,2015,1,350.0,0.0,0.0,0.0,0.0
Nepal,2016,1,26.07,1.0,26.07,1.0,1.0
Nepal,2017,3,151.1,3.0,151.1,1.0,1.0
Nepal,2018,1,21.4,1.0,21.4,1.0,1.0
Nepal,2019,1,647.2,1.0,647.2,1.0,1.0
Nepal,2022,2,858.74,2.0,858.74,1.0,1.0
Nicaragua,2000,1,104.0,0.0,0.0,0.0,0.0
Nicaragua,2001,1,33.0,0.0,0.0,0.0,0.0
Nicaragua,2002,2,60.44,0.0,0.0,0.0,0.0
Nicaragua,2007,1,95.0,1.0,95.0,1.0,1.0
Nicaragua,2010,2,425.0,2.0,425.0,1.0,1.0
Nicaragua,2011,2,143.0,2.0,143.0,1.0,1.0
Nicaragua,2012,3,130.0,3.0,130.0,1.0,1.0
Nicaragua,2014,1,76.0,1.0,76.0,1.0,1.0
Nicaragua,2015,1,320.0,0.0,0.0,0.0,0.0
Nicaragua,2023,1,12.5,1.0,12.5,1.0,1.0
Nicaragua,2024,1,12.5,1.0,12.5,1.0,1.0
Niger,2001,2,19.2,1.0,3.4,0.5,0.17708333333333334
Nigeria,2000,1,27.0,0.0,0.0,0.0,0.0
Nigeria,2001,2,295.0,0.0,0.0,0.0,0.0
Nigeria,2002,1,462.0,0.0,0.0,0.0,0.0
Nigeria,2003,3,155.0,0.0,0.0,0.0,0.0
Nigeria,2005,25,3318.44,0.0,0.0,0.0,0.0
Nigeria,2006,10,1121.19,0.0,0.0,0.0,0.0
Nigeria,2007,1,280.0,0.0,0.0,0.0,0.0
Nigeria,2008,1,382.0,0.0,0.0,0.0,0.0
Nigeria,2011,1,124.4,0.0,0.0,0.0,0.0
Nigeria,2013,2,3307.3,0.0,0.0,0.0,0.0
Nigeria,2015,3,908.6,2.0,28.6,0.6666666666666666,0.031476997578692496
Nigeria,2016,1,110.0,1.0,110.0,1.0,1.0
Nigeria,2017,1,70.0,1.0,70.0,1.0,1.0
Nigeria,2018,1,16.0,1.0,16.0,1.0,1.0
Nigeria,2019,1,1050.0,0.0,0.0,0.0,0.0
Nigeria,2020,1,2600.0,0.0,0.0,0.0,0.0
Nigeria,2021,2,108.0,1.0,40.0,0.5,0.37037037037037035
Nigeria,2022,1,100.23,0.0,0.0,0.0,0.0
Nigeria,2023,3,120.92,2.0,116.0,0.6666666666666666,0.959311941779689
Nigeria,2024,1,20.0,1.0,20.0,1.0,1.0
North Macedonia,2001,1,403.5,0.0,0.0,0.0,0.0
North Macedonia,2007,1,233.0,0.0,0.0,0.0,0.0
North Macedonia,2008,1,295.0,0.0,0.0,0.0,0.0
North Macedonia,2013,1,14.2,1.0,14.2,1.0,1.0
North Macedonia,2016,1,12.03,1.0,12.03,1.0,1.0
North Macedonia,2021,2,75.04,2.0,75.04,1.0,1.0
Pakistan,2002,4,103.5,0.0,0.0,0.0,0.0
Pakistan,2004,3,937.3,0.0,0.0,0.0,0.0
Pakistan,2006,3,242.1,0.0,0.0,0.0,0.0
Pakistan,2007,8,1891.6,1.0,233.0,0.125,0.12317614717699303
Pakistan,2008,6,782.5,2.0,43.5,0.3333333333333333,0.05559105431309904
Pakistan,2009,11,1335.5,0.0,0.0,0.0,0.0
Pakistan,2010,1,1200.0,0.0,0.0,0.0,0.0
Pakistan,2011,3,697.1,2.0,197.10000000000002,0.6666666666666666,0.2827427915650553
Pakistan,2012,11,1292.76,11.0,1292.76,1.0,1.0
Pakistan,2013,3,350.1,3.0,350.1,1.0,1.0
Pakistan,2015,5,883.3399999999999,5.0,883.3399999999999,1.0,1.0
Pakistan,2016,2,1238.4,1.0,130.4,0.5,0.10529715762273902
Pakistan,2017,6,6097.65,5.0,4157.65,0.8333333333333334,0.681844645068182
Pakistan,2018,2,1182.2,1.0,102.2,0.5,0.08644899340213162
Pakistan,2019,15,1558.6100000000001,13.0,798.61,0.8666666666666667,0.5123860362759125
Pakistan,2020,2,1951.75,1.0,39.75,0.5,0.020366337901882924
Pakistan,2021,2,250.0,2.0,250.0,1.0,1.0
Palau,2022,1,22.0,1.0,22.0,1.0,1.0
Papua New Guinea,2023,1,1.2,1.0,1.2,1.0,1.0
Paraguay,2019,1,738.0,0.0,0.0,0.0,0.0
Paraguay,2021,1,130.0,0.0,0.0,0.0,0.0
Paraguay,2022,1,7.18,0.0,0.0,0.0,0.0
Paraguay,2023,2,205.0,0.0,0.0,0.0,0.0
Peru,2000,1,9.8,0.0,0.0,0.0,0.0
Peru,2001,8,600.3,3.0,307.0,0.375,0.5114109611860737
Peru,2002,3,38.3,2.0,30.3,0.6666666666666666,0.7911227154046998
Peru,2003,8,1625.0,0.0,0.0,0.0,0.0
Peru,2004,1,205.0,1.0,205.0,1.0,1.0
Peru,2005,3,363.0,1.0,72.0,0.3333333333333333,0.19834710743801653
Peru,2006,9,1650.0,0.0,0.0,0.0,0.0
Peru,2007,7,1365.8,1.0,220.0,0.14285714285714285,0.16107775662615317
Peru,2008,1,439.0,0.0,0.0,0.0,0.0
Peru,2009,10,1056.93,4.0,69.1,0.4,0.06537802881931631
Peru,2010,4,573.8,3.0,446.8,0.75,0.7786685256186825
Peru,2011,8,1242.4,3.0,324.1,0.375,0.26086606567933035
Peru,2012,6,3114.0,4.0,1227.0,0.6666666666666666,0.3940269749518304
Peru,2013,12,3560.7,6.0,1687.6999999999998,0.5,0.47397983542561856
Peru,2014,12,2457.1,7.0,1432.5,0.5833333333333334,0.5830043547271173
Peru,2015,13,8277.75,7.0,444.7,0.5384615384615384,0.053722327927274924
Peru,2016,6,442.79999999999995,5.0,423.9,0.8333333333333334,0.9573170731707318
Peru,2017,7,1133.6,4.0,718.5,0.5714285714285714,0.6338214537755823
Peru,2018,6,647.6,5.0,432.6,0.8333333333333334,0.6680049413218035
Peru,2019,2,54.0,2.0,54.0,1.0,1.0
Peru,2020,2,329.0,0.0,0.0,0.0,0.0
Peru,2022,6,1614.4,5.0,814.4,0.8333333333333334,0.5044598612487611
Peru,2023,5,1642.0,2.0,447.0,0.4,0.27222898903775883
Peru,2024,2,286.0,2.0,286.0,1.0,1.0
Philippines,2000,4,1646.9,0.0,0.0,0.0,0.0
Philippines,2001,5,1438.5,2.0,530.0,0.4,0.3684393465415363
Philippines,2002,1,30.1,0.0,0.0,0.0,0.0
Philippines,2003,2,310.3,1.0,5.3,0.5,0.017080244924266838
Philippines,2004,10,128.11,9.0,117.11,0.9,0.9141362891265318
Philippines,2005,1,3.4,0.0,0.0,0.0,0.0
Philippines,2006,7,2834.6,6.0,2620.0,0.8571428571428571,0.9242926691596698
Philippines,2007,3,1291.0,1.0,530.0,0.3333333333333333,0.41053446940356314
Philippines,2008,7,1749.6899999999998,4.0,677.89,0.5714285714285714,0.38743434551263367
Philippines,2009,15,1817.09,6.0,739.03,0.4,0.40671072979324085
Philippines,2010,5,1822.25,1.0,28.25,0.2,0.015502812457127178
Philippines,2011,6,658.1,2.0,79.0,0.3333333333333333,0.12004254672542167
Philippines,2012,10,1027.73,9.0,978.03,0.9,0.9516409952030203
Philippines,2013,5,1250.96,2.0,239.29,0.4,0.19128509304853872
Philippines,2014,4,1343.15,3.0,506.05,0.75,0.3767635781558277
Philippines,2015,13,5921.29,7.0,1037.94,0.5384615384615384,0.17528950617179703
Philippines,2016,8,5439.1,2.0,806.8,0.25,0.14833336397565772
Philippines,2017,3,1753.55,0.0,0.0,0.0,0.0
Philippines,2018,4,48.58,4.0,48.58,1.0,1.0
Philippines,2019,7,1817.82,4.0,84.57,0.5714285714285714,0.04652275802884774
Philippines,2020,1,59.61,1.0,59.61,1.0,1.0
Philippines,2021,5,2289.52,4.0,429.52,0.8,0.1876026416017331
Philippines,2022,11,2792.3599999999997,8.0,400.65999999999997,0.7272727272727273,0.1434843644802246
Philippines,2023,16,6574.35,13.0,2085.2400000000002,0.8125,0.3171781240731023
Philippines,2024,9,4995.0,6.0,4144.24,0.6666666666666666,0.8296776776776776
Russian Federation,2000,3,295.90000000000003,0.0,0.0,0.0,0.0
Russian Federation,2001,2,1700.0,1.0,0.0,0.5,0.0
Russian Federation,2002,2,14.0,0.0,0.0,0.0,0.0
Russian Federation,2003,9,349.6,9.0,349.6,1.0,1.0
Russian Federation,2004,7,642.78,4.0,394.78,0.5714285714285714,0.6141759233330222
Russian Federation,2005,6,340.3,6.0,340.3,1.0,1.0
Russian Federation,2006,6,842.7,5.0,698.7,0.8333333333333334,0.829120683517266
Russian Federation,2007,11,6082.0,1.0,271.0,0.09090909090909091,0.04455771127918448
Russian Federation,2008,19,10597.0,0.0,0.0,0.0,0.0
Russian Federation,2009,1,150.0,0.0,0.0,0.0,0.0
Russian Federation,2010,6,14608.9,1.0,279.0,0.16666666666666666,0.019097947141810814
Russian Federation,2011,1,4271.0,0.0,0.0,0.0,0.0
Russian Federation,2012,5,4050.677,4.0,150.677,0.8,0.0371979794982419
Russian Federation,2014,3,474.84000000000003,3.0,474.84000000000003,1.0,1.0
Russian Federation,2015,7,3304.2,4.0,1482.0,0.5714285714285714,0.4485200653713456
Russian Federation,2016,5,462.96500000000003,4.0,383.565,0.8,0.8284967546142796
Russian Federation,2017,6,2238.0,4.0,201.0,0.6666666666666666,0.08981233243967829
Russian Federation,2018,9,4428.12,6.0,487.42,0.6666666666666666,0.11007380107133502
Russian Federation,2019,13,4055.95,5.0,652.3100000000001,0.38461538461538464,0.16082791947632494
Russian Federation,2020,9,1412.6599999999999,5.0,307.95,0.5555555555555556,0.21799300610196368
Russian Federation,2021,7,210.02,5.0,101.02,0.7142857142857143,0.4810018093514903
Rwanda,2003,2,0.0,2.0,0.0,1.0,
Rwanda,2005,3,97.58,0.0,0.0,0.0,0.0
Rwanda,2007,1,100.0,0.0,0.0,0.0,0.0
Rwanda,2010,1,16.0,0.0,0.0,0.0,0.0
Rwanda,2011,1,142.0,0.0,0.0,0.0,0.0
Rwanda,2012,1,12.0,1.0,12.0,1.0,1.0
Rwanda,2014,2,60.1,2.0,60.1,1.0,1.0
Rwanda,2015,1,1.13,1.0,1.13,1.0,1.0
Rwanda,2017,3,422.0,3.0,422.0,1.0,1.0
Rwanda,2023,3,247.0,2.0,40.0,0.6666666666666666,0.16194331983805668
Rwanda,2024,1,7.3,1.0,7.3,1.0,1.0
Samoa,2017,1,57.41,0.0,0.0,0.0,0.0
Senegal,2003,1,55.4,0.0,0.0,0.0,0.0
Senegal,2005,2,52.910000000000004,0.0,0.0,0.0,0.0
Senegal,2006,1,0.0,1.0,0.0,1.0,
Senegal,2008,1,134.0,0.0,0.0,0.0,0.0
Senegal,2009,1,264.0,0.0,0.0,0.0,0.0
Senegal,2010,1,22.0,1.0,22.0,1.0,1.0
Senegal,2012,2,1430.0,0.0,0.0,0.0,0.0
Senegal,2013,1,132.0,0.0,0.0,0.0,0.0
Senegal,2014,1,172.0,0.0,0.0,0.0,0.0
Senegal,2015,3,320.15,1.0,33.0,0.3333333333333333,0.10307668280493519
Senegal,2016,2,75.50999999999999,2.0,75.50999999999999,1.0,1.0
Senegal,2017,2,62.9,1.0,25.9,0.5,0.4117647058823529
Senegal,2018,1,493.6,1.0,493.6,1.0,1.0
Senegal,2019,2,53.9,2.0,53.9,1.0,1.0
