Country,year,green_investment,green_share_value,country,resilience_score,Country Name,gdp_pc,rule_law,log_green,cluster
Indonesia,2016,210.8,0.026125322228832,Indonesia,1.527998070022622,Indonesia,-0.3498374758304358,0.4069172082642668,5.355642433167306,0
Indonesia,2017,1162.5,0.1315119633463431,Indonesia,1.527998070022622,Indonesia,-0.31033378480125423,0.41890874108705045,7.059187982742347,0
Indonesia,2018,580.0,0.2226487523992322,Indonesia,1.527998070022622,Indonesia,-0.26762506003915665,0.6419114923774513,6.364750756851911,0
Indonesia,2019,0.0,0.0,Indonesia,1.527998070022622,Indonesia,-0.2244019575329313,0.7057772432172038,0.0,0
Indonesia,2021,150.0,1.0,Indonesia,1.527998070022622,Indonesia,-0.22446392349583497,0.8169436988472495,5.017279836814924,0
Indonesia,2023,171.0,1.0,Indonesia,1.527998070022622,Indonesia,-0.1256503558332869,0.959473564226487,5.147494476813453,0
Indonesia,2024,146.0,1.0,Indonesia,1.527998070022622,Indonesia,-0.07502140623997156,0.6721127128223973,4.990432586778736,0
Iraq,2016,0.0,0.0,Iraq,-0.7982266942041729,Iraq,0.08825961199233955,-2.389745712618321,0.0,1
Jamaica,2010,0.0,0.0,Jamaica,-0.7982266942041729,Jamaica,0.18611441569211026,0.2296451088395085,0.0,2
Jamaica,2015,209.8,1.0,Jamaica,-0.7982266942041729,Jamaica,0.2056871052969489,0.8267685364326246,5.350909816667207,2
