Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Sponsors Country,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,is_resilient
South Asia,Nepal,Low income,IDA,2010,April,Nyadi Siuri Khola SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,Nepal,Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,5,5.0,MW,5,"Hydro, Small (<50MW)",,,License scheme,,Nyadi Group (Not Available / 100% ),Nepal,PPA/WPA payments,,No,No,,,Other State Owned Bank  (Not Available / Not Available / $Not Available),No,No,1.0
South Asia,Nepal,Low income,IDA,2010,November,Sanima Mai Hydropower Project (MHP),,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,"Chisapani, Danabari and Soyak Village Development Committees (VDC) of Illam district",35,National,Not Applicable,,Payment Guarantee,Not Available,9.7,2010,100,Not Available,34.1,34.1,MW,15.6,"Hydro, Small (<50MW)",,,License scheme,,Sanima Hydropower (P) Ltd. (SHPL) ($9.7 / 100% ),Nepal,PPA/WPA payments,,No,No,,,"Ace Development Bank (Not Available / Not Available / $Not Available), 

Bank of Asia Nepal (Not Available / Not Available / $Not Available), 

Bank of Kathmandu (Not Available / Not Available / $Not Available), 

Kumari Bank (Not Available / Not Available / $Not Available), 

Laxmi Bank (Not Available / Not Available / $Not Available), 

Machhapuchchhre Bank (Not Available / Not Available / $Not Available), 

Nabil Bank (Not Available / Not Available / $Not Available), 

Siddhartha Bank (Not Available / Not Available / $Not Available), 

State Bank of India (SBI) (Not Available / Not Available / $Not Available)",No,No,1.0
South Asia,Nepal,Low income,IDA,2010,November,Sanima Mai Hydropower Project (MHP),,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,"Chisapani, Danabari and Soyak Village Development Committees (VDC) of Illam district",35,National,Not Applicable,,Payment Guarantee,Not Available,9.7,2012,100,Not Available,4.5,4.5,MW,22,"Hydro, Small (<50MW)",,,License scheme,,Sanima Hydropower (P) Ltd. (SHPL) ($9.7 / 100% ),Nepal,PPA/WPA payments,,No,No,Not Available,75/25,"Ace Development Bank (Not Available / Not Available / $Not Available), 

Bank of Asia Nepal (Not Available / Not Available / $Not Available), 

Bank of Kathmandu (Not Available / Not Available / $Not Available), 

Kumari Bank (Not Available / Not Available / $Not Available), 

Laxmi Bank (Not Available / Not Available / $Not Available), 

Machhapuchchhre Bank (Not Available / Not Available / $Not Available), 

Nabil Bank (Not Available / Not Available / $Not Available), 

Siddhartha Bank (Not Available / Not Available / $Not Available), 

State Bank of India (SBI) (Not Available / Not Available / $Not Available)",No,No,1.0
South Asia,Nepal,Low income,IDA,2011,December,Chilime Sanjen HPP,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,Rasuwa district of Central Development Region,35,National,Not Applicable,,Payment Guarantee,Not Available,,2011,71,Not Available,86,86.0,MW,57.3,"Hydro, Large (>50MW)",,,License scheme,,"Chilime Hydropower Company (Not Available / 38% ), 

Nepal Electricity Authority (Not Available / 10% ), 

Others (Not Available / 52% )","Nepal, 

Nepal, 

..",PPA/WPA payments,,No,No,,,,No,No,1.0
South Asia,Nepal,Low income,IDA,2011,December,Electrocom Jhyari Khola SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Jhyari Khola, Dulalgau, Sirubari VDC",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2011,100,Not Available,2,2.0,MW,2,"Hydro, Small (<50MW)",,,License scheme,,Electrocom & Research Center (ERC) (Not Available / 100% ),Nepal,PPA/WPA payments,,No,FMO (Loan / $2 Million / 2011),2,100/00,FMO (Bilateral / International / $2),No,No,1.0
South Asia,Nepal,Low income,IDA,2011,August,United Lower Modi I SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Parbat, Nepal",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2011,100,Not Available,19.3,19.3,MW,9.9,"Hydro, Small (<50MW)",,,License scheme,,United Builders and Engineers (Not Available / 100% ),Nepal,PPA/WPA payments,,No,FMO (Loan / $20 Million / 2011),19.3,Not Available,FMO (Bilateral / International / $19.3),No,No,1.0
South Asia,Nepal,Low income,IDA,2012,January,Chilime Madhya Bhotekoshi HPP,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,Sindhupalchowk district of Central Development Region,Not Available,National,Not Applicable,,Not Applicable,,,2012,71,Not Available,153,153.0,MW,102,"Hydro, Large (>50MW)",,,License scheme,,"Chilime Hydropower Company (Not Available / 38% ), 

Others (Not Available / 52% )","Nepal, 

..",Purchase agreements or transmission fees with public entity(ies),,No,No,,,,No,No,1.0
South Asia,Nepal,Low income,IDA,2012,January,Chilime Rasuwagadhi HPP,Rasuwagadhi Hydroelectric Project (RGHEP); Rasuwa HPP,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,Rasuwa district of Central Development Region,Not Available,National,Not Applicable,,Not Applicable,,,2012,65,Not Available,159,159.0,MW,111,"Hydro, Large (>50MW)",,,License scheme,,"Chilime Hydropower Company (Not Available / 33% ), 

Others (Not Available / 49% )","Nepal, 

..",Purchase agreements or transmission fees with public entity(ies),,No,No,Not Available,50/50,,No,No,1.0
South Asia,Nepal,Low income,IDA,2012,January,Green Ventures Likhu IV HPP,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,"Likhu River, Okhaldunga and Ramechap districts, Nepal",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,65,2012,100,Not Available,192,192.0,MW,120,"Hydro, Large (>50MW)",,,License scheme,,"LNJ Bhilwara Group (Not Available / Not Available% ), 

Triveni Group (Not Available / Not Available% )","India, 

Nepal",PPA/WPA payments,,No,No,127,66/34,"IDBI Bank (Public / International / $Not Available), 

Oriental Bank of Commerce (Public / International / $Not Available), 

EXIM Bank of India (Bilateral / International / $Not Available), 

Punjab & Sind Bank (P&SB) (Public / International / $Not Available), 

Other Everest Bank Ltd (Commercial / Local / $Not Available), 

PTC India Financial Services (Commercial / International / $Not Available)",No,No,1.0
South Asia,Nepal,Low income,IDA,2012,June,Hiraratna Tadi Khola SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Nuwakot, Nepal",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,Not Available,,MW,5,"Hydro, Small (<50MW)",,Not Applicable,License scheme,,Hira Ratna Hydropower (Not Available / 100% ),Nepal,PPA/WPA payments,,No,FMO (Loan / $.. Million / 2012),,,FMO (Bilateral / International / $Not Available),No,No,1.0
South Asia,Nepal,Low income,IDA,2012,January,Molnia Mailung Khola SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Mailung Khola River, Rasuwa District",Not Available,Not Available,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,Not Available,,MW,5,"Hydro, Small (<50MW)",,Not Applicable,License scheme,,Molnia Power (Not Available / 100% ),Nepal,PPA/WPA payments,,No,FMO (Loan / $.. Million / 2012),,,FMO (Bilateral / International / $Not Available),No,No,1.0
South Asia,Nepal,Low income,IDA,2012,June,NEA Tanahun HPP,Upper Seti Hydropower Project (USHAP),Greenfield project,"Build, operate, and transfer",Distressed,Energy,Electricity,Electricity generation,"Tanahun District, Nepal",10,National,Capital subsidy,23.2,Not Available,,48,2012,26,Not Available,462.2,462.2,MW,140,"Hydro, Large (>50MW)",,,Direct negotiation,,"Nepal Electricity Authority (Not Available / 74% ), 

Others (Not Available / 26% )","Nepal, 

..",PPA/WPA payments,,"ADB (Loan / $161 Million / 2012), 

EIB (Loan / $50 Million / 2012)",JICA (Loan / $180 Million / 2012),391,Not Available,"JICA (Bilateral / International / $180), 

ADB (Multilateral / International / $161), 

EIB (Multilateral / International / $50)",No,No,1.0
South Asia,Nepal,Low income,IDA,2014,May,Kabeli-A HPP,Butwal Kabeli A HPP,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,On the Kabeli River in the Taplejung and Panchthar Districts in Eastern Nepal,35,National,Not Applicable,,Payment Guarantee,Not Available,29,2014,100,Not Applicable,108.6,108.6,MW,37.6,"Hydro, Small (<50MW)",,Not Available,Competitive bidding,Not Available,"Butwal Power Company ($6 / 26% ), 

Asia Pacific Power Tech Co ($1.15 / 5% ), 

InfraCo Asia ($15.9 / 69% )","Nepal, 

Congo, Rep., 

Singapore",Purchase agreements or transmission fees with public entity(ies),,"IDA (Loan / $40 Million / 2015), 

IFC (Loan / $39 Million / 2015)",,,,"IFC (Multilateral / International / $38.1), 

IDA (Multilateral / International / $40), 

Other State Owned Bank Government of Nepal (Public / Local / $1)",No,No,1.0
South Asia,Nepal,Low income,IDA,2014,October,Khare Khola Hydropower Project ,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,Dolakha in Nepal,30,National,Not Available,,Not Available,,9.8,2014,100,Not Available,39.3,39.3,MW,24.1,"Hydro, Small (<50MW)",,Not Available,Competitive bidding,Not Available,"Others ($2.45 / 25% ), 

Others ($2.45 / 25% ), 

Others ($2.45 / 25% ), 

Others ($2.45 / 25% )",".., 

.., 

.., 

..",Not Applicable,,No,No,29.5,75/25,"Machhapuchchhre Bank (Commercial / Local / $2.95), 

Nabil Bank (Commercial / Local / $2.95), 

Other Everest Bank (Commercial / Local / $2.95), 

Other Global IME Bank (Commercial / Local / $2.95), 

Bank of Kathmandu (Commercial / Local / $2.95), 

Siddhartha Bank (Commercial / Local / $2.95), 

Other Nepal Bangladesh Bank (Public / Local / $2.95), 

Other Commercial Bank Kumari Bank (Commercial / Local / $2.95), 

Other Foreign Bank(s) Nepal SBI (Public / International / $2.95), 

Other NCC Bank (Commercial / Local / $2.95)",No,No,1.0
South Asia,Nepal,Low income,IDA,2014,December,Puwa Khola 1 Hydropower Plant,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity distribution,"Puwa Khola River, near the towns of Shanti Danda and Barbote,  Eastern Development Region of Nepal",Not Available,National,Not Applicable,,Not Applicable,,,2014,100,Not Applicable,11,11.0,MW,4,"Hydro, Small (<50MW)",,,License scheme,,Others (Not Applicable / 100% ),..,Purchase agreements or transmission fees with public entity(ies),,No,No,11,100:0,"Siddhartha Bank (Commercial / Local / $5.5), 

Other Citizen Bank (Commercial / Local / $5.5)",Yes,No,1.0
South Asia,Nepal,Low income,IDA,2014,January,Unique Baramchi SHPP,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Braamchi Khola River, Sindhupalchowk District",Not Available,Not Available,Not Applicable,,Not Applicable,,,2014,100,Not Available,Not Available,,MW,1,"Hydro, Small (<50MW)",,Not Applicable,License scheme,,Unique Hydropower Company (Not Available / 100% ),Nepal,Purchase agreements or transmission fees with public entity(ies),,No,No,,,,No,No,1.0
South Asia,Nepal,Low income,IDA,2015,March,Kathmandu-Kulekhani-Hetauda Tunnel Highway,Nepal Purwadhar Bikash Company Limited,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Highway and tunnel,"Balkhu, Kathmandu - Hetauda, Makawanpur",30,National,Not Applicable,,Not Available,,70,2015,100,Not Available,350,350.0,KM,58,,,,Not Available,,Nepal Purwadhar Bikash Company Limited ($70 / 100% ),Nepal,User fees,,No,Infrabanx (Syndication / $280 Million / 2015),280,80/20,Other Infrabanx (Bilateral / International / $280),No,No,0.0
South Asia,Nepal,Low income,IDA,2016,September,Kalanga Gad Hydroelectric Plant,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,Bajhang district,Not Available,National,Not Available,,Not Available,,6.52,2016,100,Not Applicable,26.07,26.07,MW,15.33,"Hydro, Small (<50MW)",,,Not Available,,Others ($6.52 / 100% ),..,Purchase agreements or transmission fees with public entity(ies),,No,"Deva Bikas Bank (Loan / $.. Million / 2016), 

 Jyoti Bikas Bank (Loan / $.. Million / 2016)",19.55,75:25,"Janata Bank (Commercial / Local / $Not Available), 

Other NMB Bank (Commercial / Local / $Not Available), 

Other NIC Asia Bank (Commercial / Local / $Not Available), 

Other Civil Bank (Commercial / Local / $Not Available), 

Other Deva Bikas Bank (Bilateral / Local / $Not Available), 

Other Jyoti Bikas Bank (Bilateral / Local / $Not Available)",,No,1.0
South Asia,Nepal,Low income,IDA,2017,March,Nyadi Hydropower Plant,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,"Bahundada, Lamjung District",30,National,Not Available,,Not Available,,15.07,2017,100,Not Applicable,56.5,56.5,MW,30,"Hydro, Small (<50MW)",,,License scheme,,"Butwal Power Company ($14.62 / 97% ), 

Others ($0.45 / 3% )","Nepal, 

..",Purchase agreements or transmission fees with public entity(ies),,No,No,41.44,73:27,"Other Everest Bank (Commercial / Local / $6.9), 

Nabil Bank (Commercial / Local / $6.9), 

Other Global IME Bank (Commercial / Local / $6.9), 

Other Himalayan Bank (Commercial / Local / $6.9), 

Other Sunrise Bank (Commercial / Local / $6.9), 

Other Hydroelectricity Investment and Development Company (Commercial / Local / $6.9)",,No,1.0
South Asia,Nepal,Low income,IDA,2017,June,Super Nyadi Hydropower,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Bahundada VDC, Lamjung District",20,National,Not Available,,Not Available,,,2017,100,Not Applicable,64.5,64.5,MW,40.27,"Hydro, Small (<50MW)",,,License scheme,,Others ($16 / 100% ),..,Purchase agreements or transmission fees with public entity(ies),,No,No,48.5,Not Available,"Other NMB Bank (Commercial / International / $8.08), 

Other Prabhu Bank (Commercial / Local / $8.08), 

Other Mega Bank (Commercial / Local / $8.08), 

Other Century Bank (Commercial / Local / $8.08), 

Other NCC Bank (Commercial / Local / $8.08), 

Kumari Bank (Commercial / Local / $8.08)",,No,1.0
South Asia,Nepal,Low income,IDA,2017,February,Upper Solu Khola Hydropower Plant,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,Beni VDC of Solukhumbu district,20,National,Not Available,,Not Available,,9.84,2017,100,Not Applicable,30.1,30.1,MW,18,"Hydro, Small (<50MW)",,,License scheme,,Beni Hydropower Project ($9.84 / 100% ),Nepal,Purchase agreements or transmission fees with public entity(ies),,No,No,20.26,67:33,"Other Commercial Bank NMB Bank (Commercial / International / $Not Available), 

Other Nepal Bangladesh Bank (Commercial / International / $Not Available), 

Other Vibor Society Development Bank (Commercial / Local / $Not Available), 

Siddhartha Bank (Commercial / Local / $Not Available)",Yes,No,1.0
South Asia,Nepal,Low income,IDA,2018,May,Makari gad hydro plant,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,Api Himal Rural Municipality of Darchula District in State No. 7 of Nepal,Not Available,National,Not Applicable,,Not Applicable,,6.4,2018,100,Not Applicable,21.4,21.4,MW,10,"Hydro, Small (<50MW)",,Not Available,Competitive bidding,Not Available,"LTL Holdings ($3.52 / 55% ), 

Lanka Ventures ($2.88 / 45% )","Sri Lanka, 

Sri Lanka",Purchase agreements or transmission fees with public entity(ies),,No,No,15,70:30,"Other Century Bank (Commercial / Local / $5), 

National Credit and Commerce Bank (NCC) (Commercial / Local / $5), 

Other Sanima Bank (Commercial / Local / $5)",No,No,1.0
South Asia,Nepal,Low income,IDA,2019,November,Upper Trishuli-1 Hydropower Plant,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,on the Trishuli River,35,National,Not Available,,Not Available,,194.2,2019,100,Not Available,647.2,647.2,MW,216,"Hydro, Large (>50MW)",,,Not Available,,"Daelim ($29.13 / 15% ), 

Korea East-West Power Co, Ltd ($97.1 / 50% ), 

Kyeryong Construction Industrial Co. ($19.42 / 10% ), 

Others ($29.13 / 15% ), 

Others ($19.42 / 10% )","Korea, Rep., 

Korea, Rep., 

Korea, Rep., 

.., 

..",Purchase agreements or transmission fees with public entity(ies),,"IFC (Equity / $5 Million / 2013), 

ADB (Loan / $30 Million / 2019), 

Other Asian Infrastructure Investment Bank (Loan / $40 Million / 2019), 

Other Canadian Climate Fund for the Private Sector in Asia II (Loan / $30 Million / 2019), 

Other OPEC Fund for International Development (Loan / $14 Million / 2019), 

MIGA (Guarantee / $135 Million / 2019), 

IFC (Loan / $161 Million / 2019)","Commonwealth Development Corporation (CDC Group) (Loan / $22 Million / 2019), 

 Proparco (Loan / $11 Million / 2019), 

 FMO (Loan / $16 Million / 2019), 

 Korea Development Bank (Loan / $31 Million / 2019), 

 Export-Import Bank of Korea (Loan / $100 Million / 2019), 

 Korea Trade Insurance Corp (Insurance / $.. Million / 2019)",453,70:30,"IFC (Multilateral / International / $161), 

ADB (Multilateral / International / $30), 

Other Canadian Climate Fund for the Private Sector in Asia II (Multilateral / International / $30), 

Commonwealth Development Corporation (CDC) (Bilateral / International / $22), 

Agence Francaise de Developpement (AFD) (Bilateral / International / $11), 

Other Asian Infrastructure Investment Bank (Multilateral / International / $39.6), 

Korea Development Bank (KDB) (Bilateral / International / $30.8), 

Other OPEC Fund for International Development (Multilateral / International / $13.2), 

Export-Import Bank of Korea (Kexim) (Bilateral / International / $100), 

FMO (Bilateral / International / $15.4)",No,No,1.0
